px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
169.141	31.3712	2.62359	0.395442	-0.0242616	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0
169.141	31.3712	2.62359	0.395442	-0.0242616	169.345	30.7063	169.452	31.2706	2.61238	1.15075	1.84514
172.143	32.3447	3.23984	0.268991	-0.0908041	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0
172.143	32.3447	3.23984	0.268991	-0.0908041	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.933046
174.67	33.446	2.75124	0.3803	0.0310768	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0
174.67	33.446	2.75124	0.3803	0.0310768	174.474	33.9157	174.685	33.4095	2.56021	0.960341	1.01537
177.035	34.2177	2.51364	0.320075	-0.0263417	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0
177.035	34.2177	2.51364	0.320075	-0.0263417	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.243055
180.109	35.1339	3.3176	0.267715	-0.0408826	180.145	35.1423	179.799	35.1289	2.47883	0.732949	0
180.109	35.1339	3.3176	0.267715	-0.0408826	179.543	35.4767	179.799	35.1289	2.47883	0.732949	1.31515
182.631	35.7618	2.62115	0.222772	-0.0436194	182.599	35.753	182.292	35.8114	2.42515	0.611338	0
182.631	35.7618	2.62115	0.222772	-0.0436194	182.047	36.2626	182.292	35.8114	2.42515	0.611338	0.980596
184.753	36.4976	2.2518	0.319825	0.0456938	184.732	36.5155	184.73	36.37	2.36226	0.487877	0
184.753	36.4976	2.2518	0.319825	0.0456938	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.583489
186.938	36.9629	2.26286	0.210065	-0.0476557	186.946	36.9404	187.103	36.804	2.29017	0.365145	0
186.938	36.9629	2.26286	0.210065	-0.0476557	187.296	36.9375	187.103	36.804	2.29017	0.365145	0.340886
189.448	37.4039	2.6279	0.145786	-0.0565035	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0
189.448	37.4039	2.6279	0.145786	-0.0565035	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.272445
191.748	37.5707	2.34616	0.040409	-0.0852635	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0
191.748	37.5707	2.34616	0.040409	-0.0852635	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.190094
193.498	37.2994	1.76267	-0.181618	-0.168289	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0
193.498	37.2994	1.76267	-0.181618	-0.168289	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.950761
195.941	37.3342	2.43792	0.0720181	0.0784811	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	0
195.941	37.3342	2.43792	0.0720181	0.0784811	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	3.43984
197.752	37.7208	1.8681	0.236823	0.129901	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0
197.752	37.7208	1.8681	0.236823	0.129901	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.743242
199.292	37.373	1.3693	-0.111823	-0.152392	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0
199.292	37.373	1.3693	-0.111823	-0.152392	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	3.74365
201.502	36.9989	2.35724	-0.244883	-0.136065	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	0
201.502	36.9989	2.35724	-0.244883	-0.136065	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	1.9826
202.996	36.4481	1.61754	-0.412983	-0.151033	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0
202.996	36.4481	1.61754	-0.412983	-0.151033	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	1.11235
204.002	36.1586	1.01441	-0.419474	-0.0668751	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0
204.002	36.1586	1.01441	-0.419474	-0.0668751	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	1.03348
